"TIME","GEO","GEO_LABEL","UNIT","Value","Flag and Footnotes"
"2009","FI","Finland","Purchasing power standard (PPS) per kilogram","0.8952","s"
"2009","FI","Finland","Index, 2000=100","117.894","s"
"2009","SE","Sweden","Euro per kilogram","1.7246",""
"2009","SE","Sweden","Euro per kilogram, chain linked volumes (2010)","1.9384",""
"2009","SE","Sweden","Purchasing power standard (PPS) per kilogram","1.5501",""
"2009","SE","Sweden","Index, 2000=100","115.667",""
"2009","UK","United Kingdom","Euro per kilogram","2.936",""
"2009","UK","United Kingdom","Euro per kilogram, chain linked volumes (2010)","3.0961",""
"2009","UK","United Kingdom","Purchasing power standard (PPS) per kilogram","2.7815",""
"2009","UK","United Kingdom","Index, 2000=100","144.327",""
"2009","IS","Iceland","Euro per kilogram",":",""
"2009","IS","Iceland","Euro per kilogram, chain linked volumes (2010)",":",""
"2009","IS","Iceland","Purchasing power standard (PPS) per kilogram",":",""
"2009","IS","Iceland","Index, 2000=100",":",""
"2009","NO","Norway","Euro per kilogram","2.3217",""
"2009","NO","Norway","Euro per kilogram, chain linked volumes (2010)","2.6827",""
"2009","NO","Norway","Purchasing power standard (PPS) per kilogram","1.6843",""
"2009","NO","Norway","Index, 2000=100",":",""
"2009","CH","Switzerland","Euro per kilogram","4.0858",""
"2009","CH","Switzerland","Euro per kilogram, chain linked volumes (2010)","4.4839",""
"2009","CH","Switzerland","Purchasing power standard (PPS) per kilogram","3.1689",""
"2009","CH","Switzerland","Index, 2000=100","110.57",""
"2009","MK","North Macedonia","Euro per kilogram",":",""
"2009","MK","North Macedonia","Euro per kilogram, chain linked volumes (2010)",":",""
"2009","MK","North Macedonia","Purchasing power standard (PPS) per kilogram",":",""
"2009","MK","North Macedonia","Index, 2000=100",":",""
"2009","AL","Albania","Euro per kilogram",":",""
"2009","AL","Albania","Euro per kilogram, chain linked volumes (2010)",":",""
"2009","AL","Albania","Purchasing power standard (PPS) per kilogram",":",""
"2009","AL","Albania","Index, 2000=100",":",""
"2009","RS","Serbia","Euro per kilogram","0.3113",""
"2009","RS","Serbia","Euro per kilogram, chain linked volumes (2010)","0.3001",""
"2009","RS","Serbia","Purchasing power standard (PPS) per kilogram","0.6638",""
"2009","RS","Serbia","Index, 2000=100",":",""
"2009","TR","Turkey","Euro per kilogram","0.5871",""
"2009","TR","Turkey","Euro per kilogram, chain linked volumes (2010)","0.6807",""
"2009","TR","Turkey","Purchasing power standard (PPS) per kilogram","1.06",""
"2009","TR","Turkey","Index, 2000=100","109.389",""
"2009","BA","Bosnia and Herzegovina","Euro per kilogram",":",""
"2009","BA","Bosnia and Herzegovina","Euro per kilogram, chain linked volumes (2010)",":",""
"2009","BA","Bosnia and Herzegovina","Purchasing power standard (PPS) per kilogram",":",""
"2009","BA","Bosnia and Herzegovina","Index, 2000=100",":",""
"2010","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram","1.7255","s"
"2010","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram, chain linked volumes (2010)","1.7255","s"
"2010","EU27_2020","European Union - 27 countries (from 2020)","Purchasing power standard (PPS) per kilogram","1.7255","s"
"2010","EU27_2020","European Union - 27 countries (from 2020)","Index, 2000=100","118.781","s"
"2010","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram","1.8494","s"
"2010","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram, chain linked volumes (2010)","1.8494","s"
"2010","EU28","European Union - 28 countries (2013-2020)","Purchasing power standard (PPS) per kilogram","1.8292","s"
"2010","EU28","European Union - 28 countries (2013-2020)","Index, 2000=100","121.842","s"
"2010","BE","Belgium","Euro per kilogram","2.2113",""
"2010","BE","Belgium","Euro per kilogram, chain linked volumes (2010)","2.2113",""
"2010","BE","Belgium","Purchasing power standard (PPS) per kilogram","2.0008",""
"2010","BE","Belgium","Index, 2000=100","110.437","s"
"2010","BG","Bulgaria","Euro per kilogram","0.3151","s"
"2010","BG","Bulgaria","Euro per kilogram, chain linked volumes (2010)","0.3151","s"
"2010","BG","Bulgaria","Purchasing power standard (PPS) per kilogram","0.6891","s"
"2010","BG","Bulgaria","Index, 2000=100","129.304","s"
"2010","CZ","Czechia","Euro per kilogram","0.9338",""
"2010","CZ","Czechia","Euro per kilogram, chain linked volumes (2010)","0.9338",""
"2010","CZ","Czechia","Purchasing power standard (PPS) per kilogram","1.3072",""
"2010","CZ","Czechia","Index, 2000=100","146.463",""
"2010","DK","Denmark","Euro per kilogram","2.0873",""
"2010","DK","Denmark","Euro per kilogram, chain linked volumes (2010)","2.0873",""
"2010","DK","Denmark","Purchasing power standard (PPS) per kilogram","1.5501",""
"2010","DK","Denmark","Index, 2000=100","126.67",""
"2010","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram","2.0308",""
"2010","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram, chain linked volumes (2010)","2.0308",""
"2010","DE","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per kilogram","1.9095",""
"2010","DE","Germany (until 1990 former territory of the FRG)","Index, 2000=100","125.436",""
"2010","EE","Estonia","Euro per kilogram","0.4642",""
"2010","EE","Estonia","Euro per kilogram, chain linked volumes (2010)","0.4642",""
"2010","EE","Estonia","Purchasing power standard (PPS) per kilogram","0.6861",""
"2010","EE","Estonia","Index, 2000=100","94.646",""
"2010","IE","Ireland","Euro per kilogram","1.6225",""
"2010","IE","Ireland","Euro per kilogram, chain linked volumes (2010)","1.6225",""
"2010","IE","Ireland","Purchasing power standard (PPS) per kilogram","1.4457",""
"2010","IE","Ireland","Index, 2000=100","163.136",""
"2010","EL","Greece","Euro per kilogram","1.2783","s"
"2010","EL","Greece","Euro per kilogram, chain linked volumes (2010)","1.2783","s"
"2010","EL","Greece","Purchasing power standard (PPS) per kilogram","1.3402","s"
"2010","EL","Greece","Index, 2000=100","103.204","s"
"2010","ES","Spain","Euro per kilogram","1.8223",""
"2010","ES","Spain","Euro per kilogram, chain linked volumes (2010)","1.8223",""
"2010","ES","Spain","Purchasing power standard (PPS) per kilogram","1.8976",""
"2010","ES","Spain","Index, 2000=100","144.484","s"
"2010","FR","France","Euro per kilogram","2.5441",""
"2010","FR","France","Euro per kilogram, chain linked volumes (2010)","2.5441",""
"2010","FR","France","Purchasing power standard (PPS) per kilogram","2.2533",""
"2010","FR","France","Index, 2000=100","127.659","s"
"2010","HR","Croatia","Euro per kilogram","1.0053",""
"2010","HR","Croatia","Euro per kilogram, chain linked volumes (2010)","1.0053",""
"2010","HR","Croatia","Purchasing power standard (PPS) per kilogram","1.432",""
"2010","HR","Croatia","Index, 2000=100","95.467","s"
"2010","IT","Italy","Euro per kilogram","2.3495",""
"2010","IT","Italy","Euro per kilogram, chain linked volumes (2010)","2.3495",""
"2010","IT","Italy","Purchasing power standard (PPS) per kilogram","2.3003",""
"2010","IT","Italy","Index, 2000=100","113.381",""
"2010","CY","Cyprus","Euro per kilogram","0.8408",""
"2010","CY","Cyprus","Euro per kilogram, chain linked volumes (2010)","0.8408",""
"2010","CY","Cyprus","Purchasing power standard (PPS) per kilogram","0.909",""
"2010","CY","Cyprus","Index, 2000=100","101.562","s"
"2010","LV","Latvia","Euro per kilogram","0.891",""
"2010","LV","Latvia","Euro per kilogram, chain linked volumes (2010)","0.891",""
"2010","LV","Latvia","Purchasing power standard (PPS) per kilogram","1.3965",""
"2010","LV","Latvia","Index, 2000=100","110.301",""
"2010","LT","Lithuania","Euro per kilogram","0.7268",""
"2010","LT","Lithuania","Euro per kilogram, chain linked volumes (2010)","0.7268",""
"2010","LT","Lithuania","Purchasing power standard (PPS) per kilogram","1.2216",""
"2010","LT","Lithuania","Index, 2000=100","115.855","s"
"2010","LU","Luxembourg","Euro per kilogram","3.6774",""
"2010","LU","Luxembourg","Euro per kilogram, chain linked volumes (2010)","3.6774",""
"2010","LU","Luxembourg","Purchasing power standard (PPS) per kilogram","3.0072",""
"2010","LU","Luxembourg","Index, 2000=100","133.3",""
"2010","HU","Hungary","Euro per kilogram","1.0121",""
"2010","HU","Hungary","Euro per kilogram, chain linked volumes (2010)","1.0121",""
"2010","HU","Hungary","Purchasing power standard (PPS) per kilogram","1.6696",""
"2010","HU","Hungary","Index, 2000=100","150.098",""
"2010","MT","Malta","Euro per kilogram","2.2266",""
"2010","MT","Malta","Euro per kilogram, chain linked volumes (2010)","2.2266",""
"2010","MT","Malta","Purchasing power standard (PPS) per kilogram","2.9441",""
"2010","MT","Malta","Index, 2000=100","150.758","s"
"2010","NL","Netherlands","Euro per kilogram","3.3502",""
"2010","NL","Netherlands","Euro per kilogram, chain linked volumes (2010)","3.3502",""
"2010","NL","Netherlands","Purchasing power standard (PPS) per kilogram","2.9693",""
"2010","NL","Netherlands","Index, 2000=100","119.689",""
"2010","AT","Austria","Euro per kilogram","1.843",""
"2010","AT","Austria","Euro per kilogram, chain linked volumes (2010)","1.843",""
"2010","AT","Austria","Purchasing power standard (PPS) per kilogram","1.6565",""
"2010","AT","Austria","Index, 2000=100","117.582","b"
"2010","PL","Poland","Euro per kilogram","0.5611",""
"2010","PL","Poland","Euro per kilogram, chain linked volumes (2010)","0.5611",""
"2010","PL","Poland","Purchasing power standard (PPS) per kilogram","0.94",""
"2010","PL","Poland","Index, 2000=100","122.875",""
"2010","PT","Portugal","Euro per kilogram","0.9145",""
"2010","PT","Portugal","Euro per kilogram, chain linked volumes (2010)","0.9145",""
"2010","PT","Portugal","Purchasing power standard (PPS) per kilogram","1.1109",""
"2010","PT","Portugal","Index, 2000=100","109.845",""
"2010","RO","Romania","Euro per kilogram","0.4537","s"
"2010","RO","Romania","Euro per kilogram, chain linked volumes (2010)","0.4537","s"
"2010","RO","Romania","Purchasing power standard (PPS) per kilogram","0.9409","s"
"2010","RO","Romania","Index, 2000=100","94.582","s"
"2010","SI","Slovenia","Euro per kilogram","1.1085",""
"2010","SI","Slovenia","Euro per kilogram, chain linked volumes (2010)","1.1085",""
"2010","SI","Slovenia","Purchasing power standard (PPS) per kilogram","1.3153",""
"2010","SI","Slovenia","Index, 2000=100","136.201",""
"2010","SK","Slovakia","Euro per kilogram","0.9489",""
"2010","SK","Slovakia","Euro per kilogram, chain linked volumes (2010)","0.9489",""
"2010","SK","Slovakia","Purchasing power standard (PPS) per kilogram","1.4305",""
"2010","SK","Slovakia","Index, 2000=100","122.635",""
"2010","FI","Finland","Euro per kilogram","1.0201","s"
"2010","FI","Finland","Euro per kilogram, chain linked volumes (2010)","1.0201","s"
"2010","FI","Finland","Purchasing power standard (PPS) per kilogram","0.8575","s"
"2010","FI","Finland","Index, 2000=100","112.784","s"
"2010","SE","Sweden","Euro per kilogram","1.81",""
"2010","SE","Sweden","Euro per kilogram, chain linked volumes (2010)","1.81",""
"2010","SE","Sweden","Purchasing power standard (PPS) per kilogram","1.4479",""
"2010","SE","Sweden","Index, 2000=100","108.007",""
"2010","UK","United Kingdom","Euro per kilogram","3.2457",""
"2010","UK","United Kingdom","Euro per kilogram, chain linked volumes (2010)","3.2457",""
"2010","UK","United Kingdom","Purchasing power standard (PPS) per kilogram","3.0011",""
"2010","UK","United Kingdom","Index, 2000=100","151.302",""
"2010","IS","Iceland","Euro per kilogram",":",""
"2010","IS","Iceland","Euro per kilogram, chain linked volumes (2010)",":",""
"2010","IS","Iceland","Purchasing power standard (PPS) per kilogram",":",""
"2010","IS","Iceland","Index, 2000=100",":",""
"2010","NO","Norway","Euro per kilogram","2.5518",""
"2010","NO","Norway","Euro per kilogram, chain linked volumes (2010)","2.5518",""
"2010","NO","Norway","Purchasing power standard (PPS) per kilogram","1.6895",""
"2010","NO","Norway","Index, 2000=100",":",""
"2010","CH","Switzerland","Euro per kilogram","4.4904",""
"2010","CH","Switzerland","Euro per kilogram, chain linked volumes (2010)","4.4904",""
"2010","CH","Switzerland","Purchasing power standard (PPS) per kilogram","3.2001",""
"2010","CH","Switzerland","Index, 2000=100","110.729",""
"2010","MK","North Macedonia","Euro per kilogram","0.3849",""
"2010","MK","North Macedonia","Euro per kilogram, chain linked volumes (2010)","0.3849",""
"2010","MK","North Macedonia","Purchasing power standard (PPS) per kilogram","0.9568",""
"2010","MK","North Macedonia","Index, 2000=100",":",""
"2010","AL","Albania","Euro per kilogram","0.4402",""
"2010","AL","Albania","Euro per kilogram, chain linked volumes (2010)",":",""
"2010","AL","Albania","Purchasing power standard (PPS) per kilogram","1.0387",""
"2010","AL","Albania","Index, 2000=100",":",""
"2010","RS","Serbia","Euro per kilogram","0.2848",""
"2010","RS","Serbia","Euro per kilogram, chain linked volumes (2010)","0.2848",""
"2010","RS","Serbia","Purchasing power standard (PPS) per kilogram","0.6376",""
"2010","RS","Serbia","Index, 2000=100",":",""
"2010","TR","Turkey","Euro per kilogram","0.6157",""
"2010","TR","Turkey","Euro per kilogram, chain linked volumes (2010)","0.6157",""
"2010","TR","Turkey","Purchasing power standard (PPS) per kilogram","1.011",""
"2010","TR","Turkey","Index, 2000=100","98.94",""
"2010","BA","Bosnia and Herzegovina","Euro per kilogram",":",""
"2010","BA","Bosnia and Herzegovina","Euro per kilogram, chain linked volumes (2010)",":",""
"2010","BA","Bosnia and Herzegovina","Purchasing power standard (PPS) per kilogram",":",""
"2010","BA","Bosnia and Herzegovina","Index, 2000=100",":",""
"2011","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram","1.6868","s"
"2011","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram, chain linked volumes (2010)","1.6655","s"
"2011","EU27_2020","European Union - 27 countries (from 2020)","Purchasing power standard (PPS) per kilogram","1.6868","s"
"2011","EU27_2020","European Union - 27 countries (from 2020)","Index, 2000=100","114.65","s"
"2011","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram","1.8136","s"
"2011","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram, chain linked volumes (2010)","1.7917","s"
"2011","EU28","European Union - 28 countries (2013-2020)","Purchasing power standard (PPS) per kilogram","1.7917","s"
"2011","EU28","European Union - 28 countries (2013-2020)","Index, 2000=100","118.042","s"
"2011","BE","Belgium","Euro per kilogram","2.1558",""
"2011","BE","Belgium","Euro per kilogram, chain linked volumes (2010)","2.1175",""
"2011","BE","Belgium","Purchasing power standard (PPS) per kilogram","1.9317",""
"2011","BE","Belgium","Index, 2000=100","105.752","s"
"2011","BG","Bulgaria","Euro per kilogram","0.3085","s"
"2011","BG","Bulgaria","Euro per kilogram, chain linked volumes (2010)","0.2912","s"
"2011","BG","Bulgaria","Purchasing power standard (PPS) per kilogram","0.6416","s"
"2011","BG","Bulgaria","Index, 2000=100","119.509","s"
"2011","CZ","Czechia","Euro per kilogram","0.926",""
"2011","CZ","Czechia","Euro per kilogram, chain linked volumes (2010)","0.9004",""
"2011","CZ","Czechia","Purchasing power standard (PPS) per kilogram","1.2719",""
"2011","CZ","Czechia","Index, 2000=100","141.219",""
"2011","DK","Denmark","Euro per kilogram","1.9072",""
"2011","DK","Denmark","Euro per kilogram, chain linked volumes (2010)","1.8959",""
"2011","DK","Denmark","Purchasing power standard (PPS) per kilogram","1.4187",""
"2011","DK","Denmark","Index, 2000=100","115.054",""
"2011","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram","1.9757",""
"2011","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram, chain linked volumes (2010)","1.9548",""
"2011","DE","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per kilogram","1.8673",""
"2011","DE","Germany (until 1990 former territory of the FRG)","Index, 2000=100","120.738",""
"2011","EE","Estonia","Euro per kilogram","0.4847",""
"2011","EE","Estonia","Euro per kilogram, chain linked volumes (2010)","0.46",""
"2011","EE","Estonia","Purchasing power standard (PPS) per kilogram","0.7063",""
"2011","EE","Estonia","Index, 2000=100","93.789",""
"2011","IE","Ireland","Euro per kilogram","1.9345",""
"2011","IE","Ireland","Euro per kilogram, chain linked volumes (2010)","1.906",""
"2011","IE","Ireland","Purchasing power standard (PPS) per kilogram","1.7343",""
"2011","IE","Ireland","Index, 2000=100","191.644",""
"2011","EL","Greece","Euro per kilogram","1.3019",""
"2011","EL","Greece","Euro per kilogram, chain linked volumes (2010)","1.2916",""
"2011","EL","Greece","Purchasing power standard (PPS) per kilogram","1.3608",""
"2011","EL","Greece","Index, 2000=100","104.277","s"
"2011","ES","Spain","Euro per kilogram","2.0479",""
"2011","ES","Spain","Euro per kilogram, chain linked volumes (2010)","2.0483",""
"2011","ES","Spain","Purchasing power standard (PPS) per kilogram","2.1377",""
"2011","ES","Spain","Index, 2000=100","162.402","s"
"2011","FR","France","Euro per kilogram","2.5485",""
"2011","FR","France","Euro per kilogram, chain linked volumes (2010)","2.5246",""
"2011","FR","France","Purchasing power standard (PPS) per kilogram","2.258",""
"2011","FR","France","Index, 2000=100","126.679","s"
"2011","HR","Croatia","Euro per kilogram","1.0056",""
"2011","HR","Croatia","Euro per kilogram, chain linked volumes (2010)","1.0096",""
"2011","HR","Croatia","Purchasing power standard (PPS) per kilogram","1.486",""
"2011","HR","Croatia","Index, 2000=100","95.875","s"
"2011","IT","Italy","Euro per kilogram","2.3765",""
"2011","IT","Italy","Euro per kilogram, chain linked volumes (2010)","2.3389",""
"2011","IT","Italy","Purchasing power standard (PPS) per kilogram","2.335",""
"2011","IT","Italy","Index, 2000=100","112.871",""
"2011","CY","Cyprus","Euro per kilogram","0.874",""
"2011","CY","Cyprus","Euro per kilogram, chain linked volumes (2010)","0.8601",""
"2011","CY","Cyprus","Purchasing power standard (PPS) per kilogram","0.9326",""
"2011","CY","Cyprus","Index, 2000=100","103.888","s"
"2011","LV","Latvia","Euro per kilogram","0.8762",""
"2011","LV","Latvia","Euro per kilogram, chain linked volumes (2010)","0.8207",""
"2011","LV","Latvia","Purchasing power standard (PPS) per kilogram","1.3168",""
"2011","LV","Latvia","Index, 2000=100","101.601",""
"2011","LT","Lithuania","Euro per kilogram","0.7486",""
"2011","LT","Lithuania","Euro per kilogram, chain linked volumes (2010)","0.7104",""
"2011","LT","Lithuania","Purchasing power standard (PPS) per kilogram","1.2347",""
"2011","LT","Lithuania","Index, 2000=100","113.231","s"
"2011","LU","Luxembourg","Euro per kilogram","3.9656",""
"2011","LU","Luxembourg","Euro per kilogram, chain linked volumes (2010)","3.7849",""
"2011","LU","Luxembourg","Purchasing power standard (PPS) per kilogram","3.2661",""
"2011","LU","Luxembourg","Index, 2000=100","137.196",""
"2011","HU","Hungary","Euro per kilogram","1.0344",""
"2011","HU","Hungary","Euro per kilogram, chain linked volumes (2010)","1.0266",""
"2011","HU","Hungary","Purchasing power standard (PPS) per kilogram","1.7334",""
"2011","HU","Hungary","Index, 2000=100","152.236",""
"2011","MT","Malta","Euro per kilogram","1.7528",""
"2011","MT","Malta","Euro per kilogram, chain linked volumes (2010)","1.7151",""
"2011","MT","Malta","Purchasing power standard (PPS) per kilogram","2.2757",""
"2011","MT","Malta","Index, 2000=100","116.122","s"
"2011","NL","Netherlands","Euro per kilogram","3.4816",""
"2011","NL","Netherlands","Euro per kilogram, chain linked volumes (2010)","3.4748",""
"2011","NL","Netherlands","Purchasing power standard (PPS) per kilogram","3.1042",""
"2011","NL","Netherlands","Index, 2000=100","124.142",""
"2011","AT","Austria","Euro per kilogram","1.8241",""
"2011","AT","Austria","Euro per kilogram, chain linked volumes (2010)","1.7912",""
"2011","AT","Austria","Purchasing power standard (PPS) per kilogram","1.6355",""
"2011","AT","Austria","Index, 2000=100","114.277","b"
"2011","PL","Poland","Euro per kilogram","0.4766",""
"2011","PL","Poland","Euro per kilogram, chain linked volumes (2010)","0.4762",""
"2011","PL","Poland","Purchasing power standard (PPS) per kilogram","0.8126",""
"2011","PL","Poland","Index, 2000=100","104.29",""
"2011","PT","Portugal","Euro per kilogram","0.9664",""
"2011","PT","Portugal","Euro per kilogram, chain linked volumes (2010)","0.969",""
"2011","PT","Portugal","Purchasing power standard (PPS) per kilogram","1.1562",""
"2011","PT","Portugal","Index, 2000=100","116.384",""
"2011","RO","Romania","Euro per kilogram","0.3439","s"
"2011","RO","Romania","Euro per kilogram, chain linked volumes (2010)","0.3334","s"
"2011","RO","Romania","Purchasing power standard (PPS) per kilogram","0.701","s"
"2011","RO","Romania","Index, 2000=100","69.503","s"
"2011","SI","Slovenia","Euro per kilogram","1.2545",""
"2011","SI","Slovenia","Euro per kilogram, chain linked volumes (2010)","1.2416",""
"2011","SI","Slovenia","Purchasing power standard (PPS) per kilogram","1.4988",""
"2011","SI","Slovenia","Index, 2000=100","152.564",""
"2011","SK","Slovakia","Euro per kilogram","0.9802",""
"2011","SK","Slovakia","Euro per kilogram, chain linked volumes (2010)","0.9641",""
"2011","SK","Slovakia","Purchasing power standard (PPS) per kilogram","1.443",""
"2011","SK","Slovakia","Index, 2000=100","124.608",""
"2011","FI","Finland","Euro per kilogram","1.0608","s"
"2011","FI","Finland","Euro per kilogram, chain linked volumes (2010)","1.0337","s"
"2011","FI","Finland","Purchasing power standard (PPS) per kilogram","0.8805","s"
"2011","FI","Finland","Index, 2000=100","114.289","s"
"2011","SE","Sweden","Euro per kilogram","1.8919",""
"2011","SE","Sweden","Euro per kilogram, chain linked volumes (2010)","1.772",""
"2011","SE","Sweden","Purchasing power standard (PPS) per kilogram","1.4399",""
"2011","SE","Sweden","Index, 2000=100","105.736",""
"2011","UK","United Kingdom","Euro per kilogram","3.2897",""
"2011","UK","United Kingdom","Euro per kilogram, chain linked volumes (2010)","3.2616",""
"2011","UK","United Kingdom","Purchasing power standard (PPS) per kilogram","3.0143",""
"2011","UK","United Kingdom","Index, 2000=100","152.045",""
"2011","IS","Iceland","Euro per kilogram","1.7072",""
"2011","IS","Iceland","Euro per kilogram, chain linked volumes (2010)","1.6504",""
"2011","IS","Iceland","Purchasing power standard (PPS) per kilogram","1.5199",""
"2011","IS","Iceland","Index, 2000=100",":",""
"2011","NO","Norway","Euro per kilogram","2.7665",""
"2011","NO","Norway","Euro per kilogram, chain linked volumes (2010)","2.524",""
"2011","NO","Norway","Purchasing power standard (PPS) per kilogram","1.7695",""
"2011","NO","Norway","Index, 2000=100",":",""
"2011","CH","Switzerland","Euro per kilogram","5.0227",""
"2011","CH","Switzerland","Euro per kilogram, chain linked volumes (2010)","4.47",""
"2011","CH","Switzerland","Purchasing power standard (PPS) per kilogram","3.3024",""
"2011","CH","Switzerland","Index, 2000=100","110.226",""
"2011","MK","North Macedonia","Euro per kilogram","0.3712",""
"2011","MK","North Macedonia","Euro per kilogram, chain linked volumes (2010)","0.358",""
"2011","MK","North Macedonia","Purchasing power standard (PPS) per kilogram","0.8827",""
"2011","MK","North Macedonia","Index, 2000=100",":",""
"2011","AL","Albania","Euro per kilogram","0.4463",""
"2011","AL","Albania","Euro per kilogram, chain linked volumes (2010)",":",""
"2011","AL","Albania","Purchasing power standard (PPS) per kilogram","1.0645",""
"2011","AL","Albania","Index, 2000=100",":",""
"2011","RS","Serbia","Euro per kilogram","0.3174",""
"2011","RS","Serbia","Euro per kilogram, chain linked volumes (2010)","0.2883",""
"2011","RS","Serbia","Purchasing power standard (PPS) per kilogram","0.664",""
"2011","RS","Serbia","Index, 2000=100",":",""
"2011","TR","Turkey","Euro per kilogram","0.5976",""
"2011","TR","Turkey","Euro per kilogram, chain linked volumes (2010)","0.6468",""
"2011","TR","Turkey","Purchasing power standard (PPS) per kilogram","1.0779",""
"2011","TR","Turkey","Index, 2000=100","103.942",""
"2011","BA","Bosnia and Herzegovina","Euro per kilogram",":",""
"2011","BA","Bosnia and Herzegovina","Euro per kilogram, chain linked volumes (2010)",":",""
"2011","BA","Bosnia and Herzegovina","Purchasing power standard (PPS) per kilogram",":",""
"2011","BA","Bosnia and Herzegovina","Index, 2000=100",":",""
"2012","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram","1.8387","s"
"2012","EU27_2020","European Union - 27 countries (from 2020)","Euro per kilogram, chain linked volumes (2010)","1.7913","s"
"2012","EU27_2020","European Union - 27 countries (from 2020)","Purchasing power standard (PPS) per kilogram","1.8387","s"
"2012","EU27_2020","European Union - 27 countries (from 2020)","Index, 2000=100","123.313","s"
"2012","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram","1.9989","s"
"2012","EU28","European Union - 28 countries (2013-2020)","Euro per kilogram, chain linked volumes (2010)","1.9277","s"
"2012","EU28","European Union - 28 countries (2013-2020)","Purchasing power standard (PPS) per kilogram","1.9531","s"
"2012","EU28","European Union - 28 countries (2013-2020)","Index, 2000=100","126.999","s"
"2012","BE","Belgium","Euro per kilogram","2.472",""
"2012","BE","Belgium","Euro per kilogram, chain linked volumes (2010)","2.3814",""
"2012","BE","Belgium","Purchasing power standard (PPS) per kilogram","2.221",""
"2012","BE","Belgium","Index, 2000=100","118.934","s"
"2012","BG","Bulgaria","Euro per kilogram","0.3271","s"
"2012","BG","Bulgaria","Euro per kilogram, chain linked volumes (2010)","0.3041","s"
"2012","BG","Bulgaria","Purchasing power standard (PPS) per kilogram","0.682","s"
"2012","BG","Bulgaria","Index, 2000=100","124.785","s"
"2012","CZ","Czechia","Euro per kilogram","1.0247",""
"2012","CZ","Czechia","Euro per kilogram, chain linked volumes (2010)","1.0043",""
"2012","CZ","Czechia","Purchasing power standard (PPS) per kilogram","1.4315",""
"2012","CZ","Czechia","Index, 2000=100","157.519",""
"2012","DK","Denmark","Euro per kilogram","1.9527",""
"2012","DK","Denmark","Euro per kilogram, chain linked volumes (2010)","1.8943",""
"2012","DK","Denmark","Purchasing power standard (PPS) per kilogram","1.4194",""
"2012","DK","Denmark","Index, 2000=100","114.961",""
"2012","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram","2.0825",""
"2012","DE","Germany (until 1990 former territory of the FRG)","Euro per kilogram, chain linked volumes (2010)","2.0301",""
"2012","DE","Germany (until 1990 former territory of the FRG)","Purchasing power standard (PPS) per kilogram","1.954",""
"2012","DE","Germany (until 1990 former territory of the FRG)","Index, 2000=100","125.391",""
"2012","EE","Estonia","Euro per kilogram","0.5101",""
"2012","EE","Estonia","Euro per kilogram, chain linked volumes (2010)","0.4653",""
"2012","EE","Estonia","Purchasing power standard (PPS) per kilogram","0.7231",""
"2012","EE","Estonia","Index, 2000=100","94.873",""
"2012","IE","Ireland","Euro per kilogram","1.9761",""
"2012","IE","Ireland","Euro per kilogram, chain linked volumes (2010)","1.9035",""
"2012","IE","Ireland","Purchasing power standard (PPS) per kilogram","1.7734",""
"2012","IE","Ireland","Index, 2000=100","191.398",""
"2012","EL","Greece","Euro per kilogram","1.3146",""
"2012","EL","Greece","Euro per kilogram, chain linked volumes (2010)","1.309",""
"2012","EL","Greece","Purchasing power standard (PPS) per kilogram","1.4183",""
"2012","EL","Greece","Index, 2000=100","105.688","s"
"2012","ES","Spain","Euro per kilogram","2.495",""
"2012","ES","Spain","Euro per kilogram, chain linked volumes (2010)","2.4983",""
"2012","ES","Spain","Purchasing power standard (PPS) per kilogram","2.6519",""
"2012","ES","Spain","Index, 2000=100","198.083","s"
"2012","FR","France","Euro per kilogram","2.6618",""
"2012","FR","France","Euro per kilogram, chain linked volumes (2010)","2.6065",""
"2012","FR","France","Purchasing power standard (PPS) per kilogram","2.3288",""
"2012","FR","France","Index, 2000=100","130.791","s"
"2012","HR","Croatia","Euro per kilogram","1.0854",""
"2012","HR","Croatia","Euro per kilogram, chain linked volumes (2010)","1.086",""
"2012","HR","Croatia","Purchasing power standard (PPS) per kilogram","1.6458",""
"2012","HR","Croatia","Index, 2000=100","103.128","s"
"2012","IT","Italy","Euro per kilogram","2.7441",""
"2012","IT","Italy","Euro per kilogram, chain linked volumes (2010)","2.6595",""
"2012","IT","Italy","Purchasing power standard (PPS) per kilogram","2.7108",""
"2012","IT","Italy","Index, 2000=100","128.343",""
"2012","CY","Cyprus","Euro per kilogram","1.1691",""
